OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
19752;A000379973;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19753;A000380029;A135S;VITTORIA ASSICURAZIONI S.P.A.
19754;A000380029;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19755;A000380369;A077S;ZURICH INVESTMENTS LIFE S.P.A.
19756;A000380369;D866R;ZURICH INSURANCE EUROPE AG
19757;A000380369;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
19758;A000380369;X497R;ZURICH INSURANCE COMPANY LTD
19759;A000380764;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19760;A000380764;A294S;SARA VITA S.P.A.
19761;A000380765;A339S;CNP VITA ASSICURA S.P.A.
19762;A000380891;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
19763;A000381141;A044S;GENERALI ITALIA S.P.A.
19764;A000381141;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19765;A000381141;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19766;A000381267;A044S;GENERALI ITALIA S.P.A.
19767;A000382517;A044S;GENERALI ITALIA S.P.A.
19768;A000382517;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19769;A000382517;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19770;A000382547;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19771;A000382605;A044S;GENERALI ITALIA S.P.A.
19772;A000382605;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19773;A000382666;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19774;A000382666;A294S;SARA VITA S.P.A.
19775;A000382680;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19776;A000382680;D866R;ZURICH INSURANCE EUROPE AG
19777;A000382680;X497R;ZURICH INSURANCE COMPANY LTD
19778;A000382681;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19779;A000382681;A339S;CNP VITA ASSICURA S.P.A.
19780;A000382681;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19781;A000382681;A463S;ALLIANZ SOCIETA' PER AZIONI
19782;A000382681;A484S;TUTELA LEGALE S.P.A.
19783;A000382681;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
19784;A000383244;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19785;A000383251;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19786;A000383251;A294S;SARA VITA S.P.A.
19787;A000383296;A055X;HDI ASSICURAZIONI S.P.A.
19788;A000383296;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19789;A000383296;A463S;ALLIANZ SOCIETA' PER AZIONI
19790;A000383296;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
19791;A000383296;D878R;ALLIANZ GLOBAL LIFE DAC
19792;A000383296;D891R;AWP P&C S.A.
19793;A000383296;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19794;A000383357;A044S;GENERALI ITALIA S.P.A.
19795;A000383357;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19796;A000383659;A044S;GENERALI ITALIA S.P.A.
19797;A000383659;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19798;A000383659;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19799;A000383676;A342S;UNISALUTE S.P.A.
19800;A000383676;A505S;UNIPOL ASSICURAZIONI S.P.A.
19801;A000383806;A135S;VITTORIA ASSICURAZIONI S.P.A.
19802;A000384258;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19803;A000384258;D952R;LLOYD'S INSURANCE COMPANY SA
19804;A000384273;A342S;UNISALUTE S.P.A.
19805;A000384273;A505S;UNIPOL ASSICURAZIONI S.P.A.
19806;A000384803;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19807;A000384803;A294S;SARA VITA S.P.A.
19808;A000384804;A044S;GENERALI ITALIA S.P.A.
19809;A000384804;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19810;A000385095;A342S;UNISALUTE S.P.A.
19811;A000385095;A505S;UNIPOL ASSICURAZIONI S.P.A.
19812;A000385156;A135S;VITTORIA ASSICURAZIONI S.P.A.
19813;A000385342;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
19814;A000385531;A476S;ARGOGLOBAL ASSICURAZIONI S.P.A.
19815;A000385531;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19816;A000385571;A044S;GENERALI ITALIA S.P.A.
19817;A000385571;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19818;A000385572;A044S;GENERALI ITALIA S.P.A.
19819;A000385572;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19820;A000385572;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19821;A000385592;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19822;A000385592;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19823;A000385592;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19824;A000385605;A055X;HDI ASSICURAZIONI S.P.A.
19825;A000385605;A213S;ATHORA ITALIA S.P.A.
19826;A000385605;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19827;A000385877;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
19828;A000385877;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19829;A000385877;A294S;SARA VITA S.P.A.
19830;A000385877;D891R;AWP P&C S.A.
19831;A000385924;A037S;AXA ASSICURAZIONI S.P.A.
19832;A000385924;A055X;HDI ASSICURAZIONI S.P.A.
19833;A000385924;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19834;A000386001;A044S;GENERALI ITALIA S.P.A.
19835;A000386001;A113C;GENERTEL S.P.A.
19836;A000386001;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19837;A000386073;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
19838;A000386086;A361S;CF LIFE COMPAGNIA DI ASSICURAZIONI VITA S.P.A.
19839;A000386086;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19840;A000386859;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19841;A000386859;A294S;SARA VITA S.P.A.
19842;A000387051;A044S;GENERALI ITALIA S.P.A.
19843;A000387051;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19844;A000387051;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19845;A000387212;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19846;A000387212;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19847;A000387234;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19848;A000387234;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
19849;A000387236;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19850;A000387236;A463S;ALLIANZ SOCIETA' PER AZIONI
19851;A000387236;D878R;ALLIANZ GLOBAL LIFE DAC
19852;A000387236;D891R;AWP P&C S.A.
19853;A000387237;A484S;TUTELA LEGALE S.P.A.
19854;A000387279;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19855;A000387299;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19856;A000387299;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19857;A000387912;A135S;VITTORIA ASSICURAZIONI S.P.A.
19858;A000387997;A044S;GENERALI ITALIA S.P.A.
19859;A000387997;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19860;A000388548;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19861;A000388549;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19862;A000388609;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19863;A000388617;A044S;GENERALI ITALIA S.P.A.
19864;A000388617;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19865;A000388617;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19866;A000388620;A342S;UNISALUTE S.P.A.
19867;A000388620;A505S;UNIPOL ASSICURAZIONI S.P.A.
19868;A000388622;A342S;UNISALUTE S.P.A.
19869;A000388622;A463S;ALLIANZ SOCIETA' PER AZIONI
19870;A000388622;A505S;UNIPOL ASSICURAZIONI S.P.A.
19871;A000388622;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19872;A000388626;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
19873;A000388750;A463S;ALLIANZ SOCIETA' PER AZIONI
19874;A000388750;A505S;UNIPOL ASSICURAZIONI S.P.A.
19875;A000388750;D878R;ALLIANZ GLOBAL LIFE DAC
19876;A000388750;D891R;AWP P&C S.A.
19877;A000388750;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19878;A000388758;A044S;GENERALI ITALIA S.P.A.
19879;A000388758;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19880;A000388766;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19881;A000388766;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
19882;A000388766;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19883;A000388766;A492S;S2C S.P.A. COMPAGNIA DI ASSICURAZIONI DI CREDITI E CAUZIONI
19884;A000388766;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
19885;A000390413;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19886;A000390414;A044S;GENERALI ITALIA S.P.A.
19887;A000390490;A135S;VITTORIA ASSICURAZIONI S.P.A.
19888;A000390609;A135S;VITTORIA ASSICURAZIONI S.P.A.
19889;A000390668;A044S;GENERALI ITALIA S.P.A.
19890;A000390668;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19891;A000390668;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19892;A000390769;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19893;A000390769;A463S;ALLIANZ SOCIETA' PER AZIONI
19894;A000390769;A505S;UNIPOL ASSICURAZIONI S.P.A.
19895;A000390769;D891R;AWP P&C S.A.
19896;A000390994;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
19897;A000391029;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19898;A000391420;A463S;ALLIANZ SOCIETA' PER AZIONI
19899;A000391420;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19900;A000391420;A505S;UNIPOL ASSICURAZIONI S.P.A.
19901;A000391420;D891R;AWP P&C S.A.
19902;A000391422;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19903;A000391422;A294S;SARA VITA S.P.A.
19904;A000391441;A044S;GENERALI ITALIA S.P.A.
19905;A000391441;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19906;A000391451;A463S;ALLIANZ SOCIETA' PER AZIONI
19907;A000391465;A055X;HDI ASSICURAZIONI S.P.A.
19908;A000391465;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19909;A000391510;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19910;A000391510;A294S;SARA VITA S.P.A.
19911;A000391538;A463S;ALLIANZ SOCIETA' PER AZIONI
19912;A000391581;A135S;VITTORIA ASSICURAZIONI S.P.A.
19913;A000391589;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
19914;A000391589;A463S;ALLIANZ SOCIETA' PER AZIONI
19915;A000391589;A505S;UNIPOL ASSICURAZIONI S.P.A.
19916;A000391589;D891R;AWP P&C S.A.
19917;A000391600;A342S;UNISALUTE S.P.A.
19918;A000391600;A505S;UNIPOL ASSICURAZIONI S.P.A.
19919;A000391635;A055X;HDI ASSICURAZIONI S.P.A.
19920;A000391800;A037S;AXA ASSICURAZIONI S.P.A.
19921;A000391800;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19922;A000391800;A463S;ALLIANZ SOCIETA' PER AZIONI
19923;A000391800;C399R;INTER PARTNER ASSISTANCE SA
19924;A000391800;D878R;ALLIANZ GLOBAL LIFE DAC
19925;A000391800;D891R;AWP P&C S.A.
19926;A000391838;A044S;GENERALI ITALIA S.P.A.
19927;A000391838;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19928;A000391838;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19929;A000391841;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19930;A000391841;A294S;SARA VITA S.P.A.
19931;A000391971;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
19932;A000391971;A463S;ALLIANZ SOCIETA' PER AZIONI
19933;A000392077;A044S;GENERALI ITALIA S.P.A.
19934;A000392077;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19935;A000392077;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19936;A000392130;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19937;A000392130;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
19938;A000392852;D900R;EULER HERMES SA/NV (ALLIANZ TRADE)
19939;A000392905;A044S;GENERALI ITALIA S.P.A.
19940;A000392905;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19941;A000392905;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19942;A000392938;A044S;GENERALI ITALIA S.P.A.
19943;A000392938;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19944;A000392938;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19945;A000393168;A044S;GENERALI ITALIA S.P.A.
19946;A000393168;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19947;A000393168;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19948;A000393169;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19949;A000393169;A257S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
19950;A000393173;A342S;UNISALUTE S.P.A.
19951;A000393173;A505S;UNIPOL ASSICURAZIONI S.P.A.
19952;A000393217;A342S;UNISALUTE S.P.A.
19953;A000393217;A505S;UNIPOL ASSICURAZIONI S.P.A.
19954;A000393252;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19955;A000393252;A294S;SARA VITA S.P.A.
19956;A000393481;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19957;A000393481;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
19958;A000393481;A294S;SARA VITA S.P.A.
19959;A000393514;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19960;A000393514;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19961;A000393514;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19962;A000393514;A337S;NOBIS VITA S.P.A.
19963;A000393514;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19964;A000393514;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
19965;A000393514;A478S;AMTRUST ASSICURAZIONI S.P.A.
19966;A000393514;A484S;TUTELA LEGALE S.P.A.
19967;A000393514;D957R;CHUBB EUROPEAN GROUP SE
19968;A000393514;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
19969;A000393814;A044S;GENERALI ITALIA S.P.A.
19970;A000394077;A055X;HDI ASSICURAZIONI S.P.A.
19971;A000394077;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19972;A000394077;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19973;A000394205;A342S;UNISALUTE S.P.A.
19974;A000394205;A505S;UNIPOL ASSICURAZIONI S.P.A.
19975;A000394277;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
19976;A000394277;A463S;ALLIANZ SOCIETA' PER AZIONI
19977;A000394277;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
19978;A000394277;D878R;ALLIANZ GLOBAL LIFE DAC
19979;A000394277;D891R;AWP P&C S.A.
19980;A000394277;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
19981;A000394624;A044S;GENERALI ITALIA S.P.A.
19982;A000394624;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19983;A000394645;A044S;GENERALI ITALIA S.P.A.
19984;A000394645;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19985;A000394645;A390S;EUROP ASSISTANCE ITALIA S.P.A.
19986;A000394647;A463S;ALLIANZ SOCIETA' PER AZIONI
19987;A000394647;D878R;ALLIANZ GLOBAL LIFE DAC
19988;A000394647;D891R;AWP P&C S.A.
19989;A000394768;A339S;CNP VITA ASSICURA S.P.A.
19990;A000394768;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
19991;A000394773;A077S;ZURICH INVESTMENTS LIFE S.P.A.
19992;A000394773;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
19993;A000394773;D866R;ZURICH INSURANCE EUROPE AG
19994;A000394773;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
19995;A000394773;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
19996;A000394773;X497R;ZURICH INSURANCE COMPANY LTD
19997;A000394782;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
19998;A000394782;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
19999;A000394782;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
20000;A000394782;A390S;EUROP ASSISTANCE ITALIA S.P.A.
20001;A000394782;A463S;ALLIANZ SOCIETA' PER AZIONI
20002;A000394782;A478S;AMTRUST ASSICURAZIONI S.P.A.
20003;A000394782;A484S;TUTELA LEGALE S.P.A.
20004;A000394782;D845R;CNP ASSURANCES S.A.
20005;A000394782;D928R;CNP CAUTION S.A.
20006;A000394782;D948R;QBE EUROPE SA/NV
20007;A000394782;D952R;LLOYD'S INSURANCE COMPANY SA
20008;A000394782;D955R;CNA INSURANCE COMPANY (EUROPE) S.A.
20009;A000394782;D957R;CHUBB EUROPEAN GROUP SE
20010;A000394782;D963R;LIBERTY MUTUAL INSURANCE EUROPE SE
20011;A000394782;D974R;ACCREDITED INSURANCE (EUROPE) LTD
20012;A000394811;A463S;ALLIANZ SOCIETA' PER AZIONI
20013;A000394811;D878R;ALLIANZ GLOBAL LIFE DAC
20014;A000394811;D891R;AWP P&C S.A.
20015;A000394811;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
20016;A000396583;A044S;GENERALI ITALIA S.P.A.
20017;A000396583;A390S;EUROP ASSISTANCE ITALIA S.P.A.
20018;A000396650;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
20019;A000396901;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
20020;A000396901;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
20021;A000396928;A055X;HDI ASSICURAZIONI S.P.A.
20022;A000396928;A077S;ZURICH INVESTMENTS LIFE S.P.A.
20023;A000396928;A337S;NOBIS VITA S.P.A.
20024;A000396928;A339S;CNP VITA ASSICURA S.P.A.
20025;A000396928;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
20026;A000396928;A463S;ALLIANZ SOCIETA' PER AZIONI
20027;A000396928;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
20028;A000396928;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
20029;A000397239;A044S;GENERALI ITALIA S.P.A.
20030;A000397239;A390S;EUROP ASSISTANCE ITALIA S.P.A.
20031;A000397415;A077S;ZURICH INVESTMENTS LIFE S.P.A.
20032;A000397415;D866R;ZURICH INSURANCE EUROPE AG
20033;A000397415;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
20034;A000397415;X497R;ZURICH INSURANCE COMPANY LTD
20035;A000397502;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
20036;A000397616;A342S;UNISALUTE S.P.A.
20037;A000397616;A505S;UNIPOL ASSICURAZIONI S.P.A.
20038;A000397757;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
20039;A000397966;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
20040;A000398190;A135S;VITTORIA ASSICURAZIONI S.P.A.
20041;A000398437;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
20042;A000398489;A135S;VITTORIA ASSICURAZIONI S.P.A.
20043;A000399825;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
20044;A000399825;A463S;ALLIANZ SOCIETA' PER AZIONI
20045;A000399825;A484S;TUTELA LEGALE S.P.A.
20046;A000399825;D878R;ALLIANZ GLOBAL LIFE DAC
20047;A000399825;D891R;AWP P&C S.A.
20048;A000399825;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
20049;A000399825;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
20050;A000400104;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
20051;A000400104;A337S;NOBIS VITA S.P.A.
20052;A000400104;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
20053;A000400104;A463S;ALLIANZ SOCIETA' PER AZIONI
20054;A000400104;A480S;REVO INSURANCE S.P.A.
20055;A000400178;A342S;UNISALUTE S.P.A.
20056;A000400178;A505S;UNIPOL ASSICURAZIONI S.P.A.
20057;A000400205;D947R;AIG EUROPE S.A.
20058;A000400233;D947R;AIG EUROPE S.A.
20059;A000400234;D947R;AIG EUROPE S.A.
20060;A000400235;D947R;AIG EUROPE S.A.
20061;A000400239;D947R;AIG EUROPE S.A.
20062;A000400241;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
20063;A000400241;D952R;LLOYD'S INSURANCE COMPANY SA
20064;A000400244;D947R;AIG EUROPE S.A.
20065;A000400245;D947R;AIG EUROPE S.A.
20066;A000400247;D947R;AIG EUROPE S.A.
20067;A000400277;D947R;AIG EUROPE S.A.
20068;A000400379;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
20069;A000400379;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
20070;A000400382;A055X;HDI ASSICURAZIONI S.P.A.
20071;A000400382;A463S;ALLIANZ SOCIETA' PER AZIONI
20072;A000400382;D878R;ALLIANZ GLOBAL LIFE DAC
20073;A000400382;D891R;AWP P&C S.A.
20074;A000400436;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
20075;A000400436;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
20076;A000400436;D891R;AWP P&C S.A.
20077;A000400752;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
20078;A000400752;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
20079;A000400752;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
20080;A000400752;A339S;CNP VITA ASSICURA S.P.A.
20081;A000400752;A390S;EUROP ASSISTANCE ITALIA S.P.A.
20082;A000400752;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
20083;A000400752;A463S;ALLIANZ SOCIETA' PER AZIONI
20084;A000400752;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
20085;A000400763;A342S;UNISALUTE S.P.A.
20086;A000400763;A505S;UNIPOL ASSICURAZIONI S.P.A.
20087;A000400783;A342S;UNISALUTE S.P.A.
20088;A000400783;A505S;UNIPOL ASSICURAZIONI S.P.A.
20089;A000400856;A342S;UNISALUTE S.P.A.
20090;A000400856;A505S;UNIPOL ASSICURAZIONI S.P.A.
20091;A000400903;A342S;UNISALUTE S.P.A.
20092;A000400903;A505S;UNIPOL ASSICURAZIONI S.P.A.
20093;A000401004;A342S;UNISALUTE S.P.A.
20094;A000401004;A505S;UNIPOL ASSICURAZIONI S.P.A.
20095;A000401032;A055X;HDI ASSICURAZIONI S.P.A.
20096;A000401037;40866;AVIVA INSURANCE IRELAND DAC
20097;A000401037;A044S;GENERALI ITALIA S.P.A.
20098;A000401037;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
20099;A000401037;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
20100;A000401037;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
20101;A000401037;A183S;ITAS VITA S.P.A.
20102;A000401037;A390S;EUROP ASSISTANCE ITALIA S.P.A.
20103;A000401037;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
20104;A000401037;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
20105;A000401037;A458S;SACE BT S.P.A.
20106;A000401037;A463S;ALLIANZ SOCIETA' PER AZIONI
